research_paper_id,year,dc.description.abstract,subject_id,subject
163,2002,"Humans distinguish materials such as metal, plastic, and paper effortlessly at a glance. Traditional computer vision systems cannot solve this problem at all. Recognizing surface reflectance properties from a single photograph is difficult because the observed image depends heavily on the amount of light incident from every direction. A mirrored sphere, for example, produces a different image in every environment. To make matters worse, two surfaces with different reflectance properties could produce identical images. The mirrored sphere simply reflects its surroundings, so in the right artificial setting, it could mimic the appearance of a matte ping-pong ball. Yet, humans possess an intuitive sense of what materials typically ""look like"" in the real world. This thesis develops computational algorithms with a similar ability to recognize reflectance properties from photographs under unknown, real-world illumination conditions.   Real-world illumination is complex, with light typically incident on a surface from every direction. We find, however, that real-world illumination patterns are not arbitrary. They exhibit highly predictable spatial structure, which we describe largely in the wavelet domain. Although they differ in several respects from the typical photographs, illumination patterns share much of the regularity described in the natural image statistics literature.   These properties of real-world illumination lead to predictable image statistics for a surface with given reflectance properties. We construct a system that classifies a surface according to its reflectance from a single photograph under unknown illuminination. Our algorithm learns relationships between surface reflectance and certain statistics computed from the observed image. Like the human visual system, we solve the otherwise underconstrained inverse problem of reflectance estimation by taking advantage of the statistical regularity of illumination. For surfaces with homogeneous reflectance properties and known geometry, our system rivals human performance.",178,materials
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",1,AI
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",179,mode estimation
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",180,compilation
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",181,model-based
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",182,reasoning
164,2002,"As exploration of our solar system and outerspace move into the future, spacecraft are being developed to venture on increasingly challenging missions with bold objectives. The spacecraft tasked with completing  these missions are becoming progressively more complex. This  increases the potential for mission failure due to hardware malfunctions  and unexpected spacecraft behavior. A solution to this problem lies in the  development of an advanced fault management system. Fault  management enables spacecraft to respond to failures and take repair  actions so that it may continue its mission. The two main approaches  developed for spacecraft fault management have been rule-based and  model-based systems. Rules map sensor information to system  behaviors, thus achieving fast response times, and making the actions of  the fault management system explicit. These rules are developed by  having a human reason through the interactions between spacecraft  components. This process is limited by the number of interactions a  human can reason about correctly. In the model-based approach, the  human provides component models, and the fault management system  reasons automatically about system wide interactions and complex fault combinations. This approach improves correctness, and makes explicit  the underlying system models, whereas these are implicit in the rule-based approach. We propose a fault detection engine, Compiled Mode  Estimation (CME) that unifies the strengths of the rule-based and model-based approaches. CME uses a compiled model to determine spacecraft  behavior more accurately. Reasoning related to fault detection is  compiled in an off-line process into a set of concurrent, localized  diagnostic rules. These are then combined on-line along with sensor  information to reconstruct the diagnosis of the system. These rules  enable a human to inspect the diagnostic consequences of CME.  Additionally, CME is capable of reasoning through component  interactions automatically and still provide fast and correct responses.  The implementation of this engine has been tested against the NEAR  spacecraft advanced rule-based system, resulting in detection of failures  beyond that of the rules. This evolution in fault detection will enable future  missions to explore the furthest reaches of the solar system without the  burden of human intervention to repair failed components.",183,autonomy
170,2002,"Classical mechanics is deceptively simple. It  is surprisingly easy to get the right answer with fallacious reasoning  or without real understanding. To address this problem we  use computational techniques to communicate a deeper  understanding of Classical Mechanics. Computational algorithms are  used to express the methods used in the analysis of dynamical  phenomena. Expressing the methods in a computer language forces them to be  unambiguous and computationally effective. The task of  formulating a method as a computer-executable program and debugging  that program is a powerful exercise in the learning process. Also, once  formalized procedurally, a mathematical idea becomes a tool that can  be used directly to compute results.",1,AI
170,2002,"Classical mechanics is deceptively simple. It  is surprisingly easy to get the right answer with fallacious reasoning  or without real understanding. To address this problem we  use computational techniques to communicate a deeper  understanding of Classical Mechanics. Computational algorithms are  used to express the methods used in the analysis of dynamical  phenomena. Expressing the methods in a computer language forces them to be  unambiguous and computationally effective. The task of  formulating a method as a computer-executable program and debugging  that program is a powerful exercise in the learning process. Also, once  formalized procedurally, a mathematical idea becomes a tool that can  be used directly to compute results.",184,Education
170,2002,"Classical mechanics is deceptively simple. It  is surprisingly easy to get the right answer with fallacious reasoning  or without real understanding. To address this problem we  use computational techniques to communicate a deeper  understanding of Classical Mechanics. Computational algorithms are  used to express the methods used in the analysis of dynamical  phenomena. Expressing the methods in a computer language forces them to be  unambiguous and computationally effective. The task of  formulating a method as a computer-executable program and debugging  that program is a powerful exercise in the learning process. Also, once  formalized procedurally, a mathematical idea becomes a tool that can  be used directly to compute results.",185,Mechanics
170,2002,"Classical mechanics is deceptively simple. It  is surprisingly easy to get the right answer with fallacious reasoning  or without real understanding. To address this problem we  use computational techniques to communicate a deeper  understanding of Classical Mechanics. Computational algorithms are  used to express the methods used in the analysis of dynamical  phenomena. Expressing the methods in a computer language forces them to be  unambiguous and computationally effective. The task of  formulating a method as a computer-executable program and debugging  that program is a powerful exercise in the learning process. Also, once  formalized procedurally, a mathematical idea becomes a tool that can  be used directly to compute results.",186,Functional Programming
170,2002,"Classical mechanics is deceptively simple. It  is surprisingly easy to get the right answer with fallacious reasoning  or without real understanding. To address this problem we  use computational techniques to communicate a deeper  understanding of Classical Mechanics. Computational algorithms are  used to express the methods used in the analysis of dynamical  phenomena. Expressing the methods in a computer language forces them to be  unambiguous and computationally effective. The task of  formulating a method as a computer-executable program and debugging  that program is a powerful exercise in the learning process. Also, once  formalized procedurally, a mathematical idea becomes a tool that can  be used directly to compute results.",187,Symbolic Mathematics
171,2002,"Cyclic changes in the shape of a quasi-rigid  body on a curved manifold can lead to net translation and/or  rotation of the body in the manifold. Presuming space-time is a  curved manifold as portrayed by general relativity, translation in space can  be accomplished simply by cyclic changes in the shape of a body,  without any thrust or external forces.",1,AI
176,2002,"In many applications of graphical models  arising in computer vision, the hidden variables of interest are most  naturally specified by continuous, non-Gaussian distributions.  There exist inference algorithms for discrete approximations to  these continuous distributions, but for the high-dimensional  variables typically of interest, discrete inference becomes  infeasible. Stochastic methods such as particle filters  provide an appealing alternative. However, existing techniques fail  to exploit the rich structure of the graphical models describing  many vision problems. Drawing on ideas from regularized particle  filters and belief propagation (BP), this paper develops a  nonparametric belief propagation (NBP) algorithm applicable to  general graphs. Each NBP iteration uses an efficient sampling procedure  to update kernel-based approximations to the true, continuous  likelihoods. The algorithm can accomodate an extremely broad class of  potential functions, including nonparametric representations. Thus, NBP  extends particle filtering methods to the more general vision  problems that graphical models can describe. We apply the NBP  algorithm to infer component interrelationships in a parts-based face  model, allowing location and reconstruction of occluded features.",1,AI
176,2002,"In many applications of graphical models  arising in computer vision, the hidden variables of interest are most  naturally specified by continuous, non-Gaussian distributions.  There exist inference algorithms for discrete approximations to  these continuous distributions, but for the high-dimensional  variables typically of interest, discrete inference becomes  infeasible. Stochastic methods such as particle filters  provide an appealing alternative. However, existing techniques fail  to exploit the rich structure of the graphical models describing  many vision problems. Drawing on ideas from regularized particle  filters and belief propagation (BP), this paper develops a  nonparametric belief propagation (NBP) algorithm applicable to  general graphs. Each NBP iteration uses an efficient sampling procedure  to update kernel-based approximations to the true, continuous  likelihoods. The algorithm can accomodate an extremely broad class of  potential functions, including nonparametric representations. Thus, NBP  extends particle filtering methods to the more general vision  problems that graphical models can describe. We apply the NBP  algorithm to infer component interrelationships in a parts-based face  model, allowing location and reconstruction of occluded features.",188,graphical model
176,2002,"In many applications of graphical models  arising in computer vision, the hidden variables of interest are most  naturally specified by continuous, non-Gaussian distributions.  There exist inference algorithms for discrete approximations to  these continuous distributions, but for the high-dimensional  variables typically of interest, discrete inference becomes  infeasible. Stochastic methods such as particle filters  provide an appealing alternative. However, existing techniques fail  to exploit the rich structure of the graphical models describing  many vision problems. Drawing on ideas from regularized particle  filters and belief propagation (BP), this paper develops a  nonparametric belief propagation (NBP) algorithm applicable to  general graphs. Each NBP iteration uses an efficient sampling procedure  to update kernel-based approximations to the true, continuous  likelihoods. The algorithm can accomodate an extremely broad class of  potential functions, including nonparametric representations. Thus, NBP  extends particle filtering methods to the more general vision  problems that graphical models can describe. We apply the NBP  algorithm to infer component interrelationships in a parts-based face  model, allowing location and reconstruction of occluded features.",189,belief propagation
176,2002,"In many applications of graphical models  arising in computer vision, the hidden variables of interest are most  naturally specified by continuous, non-Gaussian distributions.  There exist inference algorithms for discrete approximations to  these continuous distributions, but for the high-dimensional  variables typically of interest, discrete inference becomes  infeasible. Stochastic methods such as particle filters  provide an appealing alternative. However, existing techniques fail  to exploit the rich structure of the graphical models describing  many vision problems. Drawing on ideas from regularized particle  filters and belief propagation (BP), this paper develops a  nonparametric belief propagation (NBP) algorithm applicable to  general graphs. Each NBP iteration uses an efficient sampling procedure  to update kernel-based approximations to the true, continuous  likelihoods. The algorithm can accomodate an extremely broad class of  potential functions, including nonparametric representations. Thus, NBP  extends particle filtering methods to the more general vision  problems that graphical models can describe. We apply the NBP  algorithm to infer component interrelationships in a parts-based face  model, allowing location and reconstruction of occluded features.",190,nonparametric inference
176,2002,"In many applications of graphical models  arising in computer vision, the hidden variables of interest are most  naturally specified by continuous, non-Gaussian distributions.  There exist inference algorithms for discrete approximations to  these continuous distributions, but for the high-dimensional  variables typically of interest, discrete inference becomes  infeasible. Stochastic methods such as particle filters  provide an appealing alternative. However, existing techniques fail  to exploit the rich structure of the graphical models describing  many vision problems. Drawing on ideas from regularized particle  filters and belief propagation (BP), this paper develops a  nonparametric belief propagation (NBP) algorithm applicable to  general graphs. Each NBP iteration uses an efficient sampling procedure  to update kernel-based approximations to the true, continuous  likelihoods. The algorithm can accomodate an extremely broad class of  potential functions, including nonparametric representations. Thus, NBP  extends particle filtering methods to the more general vision  problems that graphical models can describe. We apply the NBP  algorithm to infer component interrelationships in a parts-based face  model, allowing location and reconstruction of occluded features.",31,vision
177,2002,"I present a system for robust leaderless  organization of an amorphous network into hierarchical clusters. This  system, which assumes that nodes are spatially embedded and can only  talk to neighbors within a given radius, scales to networks of arbitrary  size and converges rapidly. The amount of data stored at each  node is logarithmic in the diameter of the network, and the hierarchical  structure produces an addressing scheme such that there is an  invertible relation between distance and address for any pair of nodes.  The system adapts automatically to stopping failures, network  partition, and reorganization.",1,AI
177,2002,"I present a system for robust leaderless  organization of an amorphous network into hierarchical clusters. This  system, which assumes that nodes are spatially embedded and can only  talk to neighbors within a given radius, scales to networks of arbitrary  size and converges rapidly. The amount of data stored at each  node is logarithmic in the diameter of the network, and the hierarchical  structure produces an addressing scheme such that there is an  invertible relation between distance and address for any pair of nodes.  The system adapts automatically to stopping failures, network  partition, and reorganization.",191,amorphous computing hierarchy leaderless distributed
178,2002,"Binary image classifiction is a problem that  has received much attention  in recent years. In this paper we evaluate a  selection of popular  techniques in an effort to find a feature set/ classifier combination which  generalizes well to full resolution image data.  We then apply that system  to images at one-half through one-sixteenth  resolution, and consider the  corresponding error rates. In addition, we  further observe generalization  performance as it depends on the number of  training images, and lastly,  compare the system's best error rates to that  of a human performing an  identical classification task given teh same  set of test images.",1,AI
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",1,AI
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",192,Theory of Learning
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",193,Great Discoveries
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",194,Consistency
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",195,ERM
179,2002,"Solutions of learning problems by Empirical  Risk  Minimization (ERM) need to be consistent, so  that they  may be predictive. They also need to be well-posed, so  that they can be used robustly. We show that  a statistical form  of well-posedness, defined in terms of the  key property of  L-stability, is necessary and sufficient for  consistency of ERM.",196,Stability
180,2002,"In low-level vision, the representation of scene  properties such as shape, albedo, etc., are very high  dimensional as they have to describe complicated structures. The  approach proposed here is to let the image itself bear as much of the  representational burden as possible. In many situations, scene and  image are closely related and it is possible to find a functional relationship  between them. The scene information can be represented in  reference to the image where the functional specifies how to translate the  image into the associated scene. We illustrate the use of this  representation for encoding shape information. We show how  this representation has appealing properties such as locality and  slow variation across space and scale. These properties provide a way of  improving shape estimates coming from other sources of information like  stereo.",1,AI
180,2002,"In low-level vision, the representation of scene  properties such as shape, albedo, etc., are very high  dimensional as they have to describe complicated structures. The  approach proposed here is to let the image itself bear as much of the  representational burden as possible. In many situations, scene and  image are closely related and it is possible to find a functional relationship  between them. The scene information can be represented in  reference to the image where the functional specifies how to translate the  image into the associated scene. We illustrate the use of this  representation for encoding shape information. We show how  this representation has appealing properties such as locality and  slow variation across space and scale. These properties provide a way of  improving shape estimates coming from other sources of information like  stereo.",197,shape from X
180,2002,"In low-level vision, the representation of scene  properties such as shape, albedo, etc., are very high  dimensional as they have to describe complicated structures. The  approach proposed here is to let the image itself bear as much of the  representational burden as possible. In many situations, scene and  image are closely related and it is possible to find a functional relationship  between them. The scene information can be represented in  reference to the image where the functional specifies how to translate the  image into the associated scene. We illustrate the use of this  representation for encoding shape information. We show how  this representation has appealing properties such as locality and  slow variation across space and scale. These properties provide a way of  improving shape estimates coming from other sources of information like  stereo.",41,scene representation
180,2002,"In low-level vision, the representation of scene  properties such as shape, albedo, etc., are very high  dimensional as they have to describe complicated structures. The  approach proposed here is to let the image itself bear as much of the  representational burden as possible. In many situations, scene and  image are closely related and it is possible to find a functional relationship  between them. The scene information can be represented in  reference to the image where the functional specifies how to translate the  image into the associated scene. We illustrate the use of this  representation for encoding shape information. We show how  this representation has appealing properties such as locality and  slow variation across space and scale. These properties provide a way of  improving shape estimates coming from other sources of information like  stereo.",172,shape recipes
180,2002,"In low-level vision, the representation of scene  properties such as shape, albedo, etc., are very high  dimensional as they have to describe complicated structures. The  approach proposed here is to let the image itself bear as much of the  representational burden as possible. In many situations, scene and  image are closely related and it is possible to find a functional relationship  between them. The scene information can be represented in  reference to the image where the functional specifies how to translate the  image into the associated scene. We illustrate the use of this  representation for encoding shape information. We show how  this representation has appealing properties such as locality and  slow variation across space and scale. These properties provide a way of  improving shape estimates coming from other sources of information like  stereo.",132,stereo
181,2002,"A difficulty in the design of automated text  summarization   algorithms is in the objective evaluation.  Viewing summarization   as a tradeoff between length and  information content, we introduce   a technique based on a hierarchy of  classifiers to rank, through   model selection, different summarization  methods. This summary   evaluation technique allows for broader  comparison of   summarization methods than the traditional  techniques of summary   evaluation. We present an empirical study  of two simple, albeit   widely used, summarization methods that  shows the different usages   of this automated task-based evaluation  system and confirms the   results obtained with human-based  evaluation methods over smaller   corpora.",1,AI
182,2002,"Parallel shared-memory machines with hundreds or thousands of processor-memory nodes have been built; in the future we will see machines with millions or  even billions of nodes. Associated with such large systems is a new set of  design challenges. Many problems must be addressed by an architecture in  order for it to be successful; of these, we focus on three in particular.  First, a scalable memory system is required. Second, the network messaging  protocol must be fault-tolerant. Third, the overheads of thread creation,  thread management and synchronization must be extremely low.  This thesis presents the complete system design for Hamal, a shared-memory  architecture which addresses these concerns and is directly scalable to one  million nodes. Virtual memory and distributed objects are implemented in a  manner that requires neither inter-node synchronization nor the storage of  globally coherent translations at each node. We develop a lightweight  fault-tolerant messaging protocol that guarantees message delivery and  idempotence across a discarding network. A number of hardware mechanisms  provide efficient support for massive multithreading and fine-grained  synchronization.  Experiments are conducted in simulation, using a trace-driven network  simulator to investigate the messaging protocol and a cycle-accurate simulator to evaluate the Hamal architecture. We determine implementation parameters  for the messaging protocol which optimize performance. A discarding network  is easier to design and can be clocked at a higher rate, and we find that with this protocol its performance can approach that of a non-discarding network.  Our simulations of Hamal demonstrate the effectiveness of its thread  management and synchronization primitives. In particular, we find  register-based synchronization to be an extremely efficient mechanism which  can be used to implement a software barrier with a latency of only 523 cycles on a 512 node machine.",1,AI
182,2002,"Parallel shared-memory machines with hundreds or thousands of processor-memory nodes have been built; in the future we will see machines with millions or  even billions of nodes. Associated with such large systems is a new set of  design challenges. Many problems must be addressed by an architecture in  order for it to be successful; of these, we focus on three in particular.  First, a scalable memory system is required. Second, the network messaging  protocol must be fault-tolerant. Third, the overheads of thread creation,  thread management and synchronization must be extremely low.  This thesis presents the complete system design for Hamal, a shared-memory  architecture which addresses these concerns and is directly scalable to one  million nodes. Virtual memory and distributed objects are implemented in a  manner that requires neither inter-node synchronization nor the storage of  globally coherent translations at each node. We develop a lightweight  fault-tolerant messaging protocol that guarantees message delivery and  idempotence across a discarding network. A number of hardware mechanisms  provide efficient support for massive multithreading and fine-grained  synchronization.  Experiments are conducted in simulation, using a trace-driven network  simulator to investigate the messaging protocol and a cycle-accurate simulator to evaluate the Hamal architecture. We determine implementation parameters  for the messaging protocol which optimize performance. A discarding network  is easier to design and can be clocked at a higher rate, and we find that with this protocol its performance can approach that of a non-discarding network.  Our simulations of Hamal demonstrate the effectiveness of its thread  management and synchronization primitives. In particular, we find  register-based synchronization to be an extremely efficient mechanism which  can be used to implement a software barrier with a latency of only 523 cycles on a 512 node machine.",198,parallel
182,2002,"Parallel shared-memory machines with hundreds or thousands of processor-memory nodes have been built; in the future we will see machines with millions or  even billions of nodes. Associated with such large systems is a new set of  design challenges. Many problems must be addressed by an architecture in  order for it to be successful; of these, we focus on three in particular.  First, a scalable memory system is required. Second, the network messaging  protocol must be fault-tolerant. Third, the overheads of thread creation,  thread management and synchronization must be extremely low.  This thesis presents the complete system design for Hamal, a shared-memory  architecture which addresses these concerns and is directly scalable to one  million nodes. Virtual memory and distributed objects are implemented in a  manner that requires neither inter-node synchronization nor the storage of  globally coherent translations at each node. We develop a lightweight  fault-tolerant messaging protocol that guarantees message delivery and  idempotence across a discarding network. A number of hardware mechanisms  provide efficient support for massive multithreading and fine-grained  synchronization.  Experiments are conducted in simulation, using a trace-driven network  simulator to investigate the messaging protocol and a cycle-accurate simulator to evaluate the Hamal architecture. We determine implementation parameters  for the messaging protocol which optimize performance. A discarding network  is easier to design and can be clocked at a higher rate, and we find that with this protocol its performance can approach that of a non-discarding network.  Our simulations of Hamal demonstrate the effectiveness of its thread  management and synchronization primitives. In particular, we find  register-based synchronization to be an extremely efficient mechanism which  can be used to implement a software barrier with a latency of only 523 cycles on a 512 node machine.",199,network
182,2002,"Parallel shared-memory machines with hundreds or thousands of processor-memory nodes have been built; in the future we will see machines with millions or  even billions of nodes. Associated with such large systems is a new set of  design challenges. Many problems must be addressed by an architecture in  order for it to be successful; of these, we focus on three in particular.  First, a scalable memory system is required. Second, the network messaging  protocol must be fault-tolerant. Third, the overheads of thread creation,  thread management and synchronization must be extremely low.  This thesis presents the complete system design for Hamal, a shared-memory  architecture which addresses these concerns and is directly scalable to one  million nodes. Virtual memory and distributed objects are implemented in a  manner that requires neither inter-node synchronization nor the storage of  globally coherent translations at each node. We develop a lightweight  fault-tolerant messaging protocol that guarantees message delivery and  idempotence across a discarding network. A number of hardware mechanisms  provide efficient support for massive multithreading and fine-grained  synchronization.  Experiments are conducted in simulation, using a trace-driven network  simulator to investigate the messaging protocol and a cycle-accurate simulator to evaluate the Hamal architecture. We determine implementation parameters  for the messaging protocol which optimize performance. A discarding network  is easier to design and can be clocked at a higher rate, and we find that with this protocol its performance can approach that of a non-discarding network.  Our simulations of Hamal demonstrate the effectiveness of its thread  management and synchronization primitives. In particular, we find  register-based synchronization to be an extremely efficient mechanism which  can be used to implement a software barrier with a latency of only 523 cycles on a 512 node machine.",200,simulation
